职位名,公司名,工作地点,薪资,发布时间
大数据分析岗,招商信诺人寿保险有限公司,深圳,1-1.5万/月,5月19日
运维系统—应用服务工程师,平安证券股份有限公司,深圳-福田区,1.4-2.8万/月,5月19日
应用支持工程师,平安普惠企业管理有限公司,深圳-南山区,1-2万/月,5月19日
大数据分析工程师（（深圳，数据集市组）,深圳平安综合金融服务有限公司（平安金服）,异地招聘,35-70万/年,5月19日
机房系统操作岗（外派华商银行）,深圳市鹏劳人力资源管理有限公司,深圳-福田区,5-7千/月,5月18日
网站程序开发主管（某香港上市贸易集团）,广州市柏纳管理顾问有限公司,深圳,1.5-2万/月,5月18日
C++工程师,深圳英迈思文化科技有限公司,深圳-宝安区,0.9-1.8万/月,5月18日
系统测试设计岗,华安财产保险股份有限公司,深圳-福田区,1-1.5万/月,5月17日
机器学习算法工程师,上海泽恩实业有限公司,深圳,2-4万/月,5月16日
工业大数据分析师（25万起）C,宁波市人才服务中心,异地招聘,20-30万/年,5月9日
PC系统管理岗,太平金融科技服务（上海）有限公司,深圳-福田区,1-2万/月,5月9日
前端IT工程师,国信证券股份有限公司深圳泰然九路证券营业部,深圳-南山区,2-2.5万/月,5月9日
高级工程师（嵌入式软件开发）,深圳市对外劳动服务有限公司,深圳-南山区,1.8-2.5万/月,4月9日
运维工程师,软通动力信息技术（集团）有限公司,深圳,0.9-1.7万/月,3月26日
知鸟  高级数据挖掘,"中国平安保险（集团）股份有限公司 Ping An Insurance (Group) Company Of China, Ltd.",深圳-福田区,1.8-4万/月,3月24日
Python高级DevOps工程师,深圳市泽林软件技术有限公司,深圳-南山区,1.5-2.5万/月,5月19日
Python开发(急急急),信必优(深圳)信息技术有限公司,深圳-罗湖区,1.5-2万/月,5月19日
python讲师,深圳市泽林软件技术有限公司,深圳-南山区,1.5-2.5万/月,5月19日
初级Python开发助理,深圳市新律技术服务有限公司,深圳-宝安区,3-4.5千/月,5月19日
Python开发工程师/游戏服务端,深圳市三创达实业有限公司,深圳-宝安区,1-2万/月,5月19日
Python-AI开发,深圳市新律技术服务有限公司,深圳-宝安区,3-4.5千/月,5月19日
Python爬虫开发,深圳市新律技术服务有限公司,深圳-龙华新区,3-4.5千/月,5月19日
储备干部（Python爬虫方向）,深圳市恒利隆实业有限公司,深圳,4-6千/月,5月19日
Python大数据工程师,深圳市恒利隆实业有限公司,深圳,1-1.5万/月,5月19日
Python实习生AI,深圳市恒利隆实业有限公司,深圳,4.5-6千/月,5月19日
Python爬虫实习生,深圳市恒利隆实业有限公司,深圳,4.5-6千/月,5月19日
Python后台开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
Python工程师,深圳市新律技术服务有限公司,深圳-宝安区,4.5-6千/月,5月18日
Python爬虫开发,深圳市新律技术服务有限公司,深圳-宝安区,3-4.5千/月,5月18日
Python程序员,深圳市新律技术服务有限公司,深圳-龙华新区,4.5-6千/月,5月18日
python开发高级工程师,深圳电竞风暴科技有限公司,深圳-南山区,2-3万/月,5月18日
Python运维开发工程师,携程旅行网深圳分公司,深圳-罗湖区,1.5-2万/月,5月18日
python开发工程师（深圳）,武汉微思敦网络技术有限公司,深圳-南山区,1-1.5万/月,5月18日
金微蓝--主管Python开发工程师,深圳市金证科技股份有限公司,深圳,1.5-2万/月,5月18日
Python开发,深圳市新律技术服务有限公司,深圳-宝安区,4.5-6千/月,5月18日
Python开发工程师（内部系统开发）,深圳库尚信息技术有限公司,深圳,1-2万/月,5月18日
高级Python后端工程师,深圳市无极云区块链互联网技术开发有限公司,深圳-南山区,2-4万/月,5月18日
GO+Python,深圳市无极云区块链互联网技术开发有限公司,深圳-南山区,1.5-2.5万/月,5月18日
Python量化开发工程师,深圳市无极云区块链互联网技术开发有限公司,深圳-南山区,1-1.5万/月,5月18日
Python开发工程师,深圳市易贝通科技有限公司,深圳,0.8-1.5万/月,5月18日
"大数据开发工程师（spark,python）",深圳前海壹互联科技投资有限公司,深圳-南山区,1.5-2万/月,5月18日
python游戏后端开发工程师,500.com集团,深圳-南山区,1.5-2万/月,5月17日
Python开发工程师,500.com集团,深圳-南山区,1.5-2.5万/月,5月17日
高级Python工程师（外包-国信证券）,信必优(深圳)信息技术有限公司,深圳-罗湖区,1.5-1.9万/月,5月17日
高级Python开发工程师（深圳）,北京国双科技有限公司,深圳,1.5-2万/月,5月17日
Python开发工程师,深圳市华创科新科技有限公司,深圳-南山区,1-1.5万/月,5月17日
Python开发工程师(,优购科技有限公司,深圳-南山区,1.5-2.5万/月,5月16日
Python 高级工程师,深圳融天云科软件技术有限公司,深圳-南山区,1.5-2万/月,5月16日
Python/Scrapy爬虫开发工程师,深圳睛灵科技有限公司,深圳-龙岗区,1-2万/月,5月16日
python后台开发,深圳市埃提思科技开发有限公司,深圳-南山区,1-1.5万/月,5月15日
集合系统开发工程师（Python）,深圳乾立亨基金管理有限公司,深圳-福田区,1.2-2万/月,5月14日
Python开发(罗湖),信必优(深圳)信息技术有限公司,深圳-罗湖区,1.5-2万/月,5月14日
python web工程师,深圳市南伽科技信息有限公司,深圳-龙华新区,0.8-1.6万/月,5月10日
Python开发工程师,深圳市南伽科技信息有限公司,深圳-龙华新区,1-1.5万/月,5月10日
python爬虫工程师,深圳前海帕拓逊网络技术有限公司,深圳-龙岗区,1-1.5万/月,5月4日
Python开发工程师,深圳好多银科技有限公司,深圳-罗湖区,0.8-1.5万/月,5月2日
Python高级开发工程师,深圳市藤讯科技有限公司,深圳-南山区,1.5-3万/月,5月2日
Python开发工程师,深圳市览众科技股份有限公司,深圳-南山区,7-9千/月,4月18日
python开发工程师,深圳市匡曲科技有限公司,深圳-福田区,1.5-2万/月,4月16日
Python开发工程师,深圳市博奥特科技有限公司,深圳-福田区,1-1.5万/月,4月8日
Python开发工程师,深圳市博奥特科技有限公司,深圳-福田区,1.5-2万/月,4月4日
TEG13-python后台开发工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,4月4日
25923-监控系统开发工程师（Python）（深圳）,深圳市腾讯计算机系统有限公司,深圳,,4月4日
Java/Python 软件开发工程师,深圳市中鹏教育科技股份有限公司,深圳-龙岗区,1.3-2万/月,3月28日
python开发,中软国际科技服务有限公司,深圳-龙岗区,0.8-3万/月,3月27日
python讲师,北京千锋互联科技有限公司,深圳,2.5-3万/月,3月19日
python助教,北京千锋互联科技有限公司,深圳,0.8-1万/月,3月19日
python讲师,北京千锋互联科技有限公司,深圳-南山区,2-3万/月,3月19日
python讲师,北京千锋互联科技有限公司,深圳,1.5-2.5万/月,3月19日
软件测试专家,深圳市泽林软件技术有限公司,深圳-南山区,2.5-3万/月,5月19日
软件测试讲师,深圳市泽林软件技术有限公司,深圳-南山区,1.5-3万/月,5月19日
性能测试讲师,深圳市泽林软件技术有限公司,深圳-南山区,1200元/天,5月19日
运维工程师,深圳市多度科技有限公司,深圳-南山区,0.8-1.5万/月,5月19日
技术部经理（邻道传媒）,深圳市多度科技有限公司,深圳-南山区,1.5-3万/月,5月19日
Pathon开发工程师（邻道传媒）,深圳市多度科技有限公司,深圳-南山区,1.5-1.8万/月,5月19日
BS测试工程师,深圳市多度科技有限公司,深圳-南山区,0.6-1万/月,5月19日
APP测试工程师,深圳市多度科技有限公司,深圳-南山区,0.8-1.3万/月,5月19日
技术总监,深圳市多度科技有限公司,深圳-南山区,3-5万/月,5月19日
Java软件工程师,深圳淘邦网络科技有限公司,深圳,0.6-1万/月,5月19日
MIG12-解决方案高级工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,5月19日
MIG12-业务运维工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,5月19日
27141-教育类功能游戏cocos开发工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,5月19日
软件测试工程师,深圳市德科信息技术有限公司,深圳-福田区,0.8-1.3万/月,5月19日
BI工程师,深圳市德科信息技术有限公司,深圳-福田区,1-1.5万/月,5月19日
广告算法工程师,vivo智能手机（维沃移动通信有限公司）,深圳-福田区,4-8万/月,5月19日
推荐算法工程师,vivo智能手机（维沃移动通信有限公司）,深圳-福田区,4-8万/月,5月19日
网络工程师,vivo智能手机（维沃移动通信有限公司）,异地招聘,2-2.5万/月,5月19日
资深工程师,深圳奥比中光科技有限公司,深圳-南山区,2-4万/月,5月19日
数据库工程师,深圳市唐印投资有限公司,深圳-福田区,6-8千/月,5月19日
游戏服务器主程（同时熟悉客户端的优先）,深圳市尚游网络科技有限公司,深圳-南山区,1.5-2.4万/月,5月19日
风控数据分析师,深圳市佰仟金融服务有限公司,深圳-福田区,0.8-1.2万/月,5月19日
软件测试工程师,深圳市安络科技有限公司,深圳,0.8-1.6万/月,5月19日
技术经理,东华软件股份公司,深圳,,5月19日
大数据工程师,东华软件股份公司,深圳,,5月19日
C、C++ 工程师（深圳）,深圳必旺电子商务有限公司,深圳-南山区,1.2-1.5万/月,5月19日
机器视觉工程师,真玫智能科技（深圳）有限公司,深圳-南山区,1.5-2.5万/月,5月19日
软件测试工程师,广州华微明天软件技术有限公司,深圳-龙岗区,1-1.5万/月,5月19日
机器学习工程师,深圳市全民点游科技有限公司,深圳-南山区,2-3.5万/月,5月19日
大数据开发工程师,深圳市全民点游科技有限公司,深圳-南山区,1.5-3万/月,5月19日
MAC软件测试开发工程师,欧拓飞科技（深圳）有限公司,深圳-光明新区,1.5-2万/月,5月19日
自动化软件工程师,欧拓飞科技（深圳）有限公司,深圳-光明新区,1.5-2万/月,5月19日
软件工程师,欧拓飞科技（深圳）有限公司,深圳-光明新区,1.5-2万/月,5月19日
SNG11-测试工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,5月19日
WXG08-113 微信数据平台开发工程师（深圳）,深圳市腾讯计算机系统有限公司,深圳,,5月19日
MIG08-NLP算法研究,深圳市腾讯计算机系统有限公司,深圳,,5月19日
Senior Computer Vision Engineer,TCL多媒体全球研发中心,异地招聘,,5月19日
高级测试工程师,比特大陆（深圳）区块链有限公司,深圳-福田区,1-2.5万/月,5月19日
运维工程师,深圳市新华云帆科技有限公司,深圳,1-1.5万/月,5月19日
Linux/Unix系统管理员,IBM China,深圳,,5月19日
数据库管理员,IBM China,深圳,,5月19日
iOS开发工程师,必瘦站企业管理咨询（深圳）有限公司,深圳,0.8-1.4万/月,5月19日
资深数据分析与建模工程师,深圳合众财富金融投资管理有限公司广州分公司,深圳-南山区,2.5-3万/月,5月19日
运维工程师,同方鼎欣科技股份有限公司,深圳-南山区,0.8-1万/月,5月19日
数据研发工程师（基础平台方向）,厦门美图之家科技有限公司,深圳,1.6-3.2万/月,5月19日
数据研发工程师（基础平台方向）,厦门美图之家科技有限公司,深圳,1.6-3.2万/月,5月19日
自动化测试,软通动力信息技术（集团）有限公司,深圳-龙岗区,1-1.5万/月,5月19日
区块链技术工程师,深圳寰坤科技有限公司,深圳-宝安区,2-5万/月,5月19日
机器学习算法工程师,深信服科技股份有限公司,深圳,,5月19日
软件测试,文思海辉技术有限公司Pactera Technology International Limited,深圳,6-8千/月,5月19日
消费金融数据分析主管/专员,深圳市前海鹏悦普惠信息咨询有限公司,深圳-福田区,1.5-3万/月,5月19日
高级后台开发工程师,深圳埃克斯工业自动化有限公司,深圳-南山区,1.5-4万/月,5月19日
深圳市华馨智能科技—Linux测试工程师,深圳市人力资源服务有限公司,深圳-龙华新区,0.8-1.2万/月,5月19日
IT工程师,上海星融财富投资顾问股份有限公司,深圳-南山区,2-5万/月,5月19日
数据分析师,深圳国泰安教育技术股份有限公司,深圳-南山区,1-1.5万/月,5月19日
高级数据分析师,深圳国泰安教育技术股份有限公司,深圳-南山区,1.5-2万/月,5月19日
运维工程师,深圳市前海普点电子商务有限公司,深圳-福田区,7-9千/月,5月19日
产品开发经理,中星皓天科技（深圳）有限公司,深圳,1.8-3万/月,5月19日
资深运维工程师（云计算运维管理）,深圳证券通信有限公司,异地招聘,2.3-3.2万/月,5月19日
高级DBA,传易互联（深圳）有限公司,深圳-南山区,1.2-2万/月,5月19日
高级web开发工程师（web前端）,玺得（深圳）科技有限公司,深圳-南山区,1.5-2.7万/月,5月19日
Java架构师,深圳市爱订网络技术有限公司,深圳-龙岗区,1.5-2.5万/月,5月19日
资深软件工程师,深圳连城之堡科技有限公司,深圳-南山区,3-5万/月,5月19日
Computer Vision Engineer,玺得（深圳）科技有限公司,深圳-南山区,2-4万/月,5月19日
Machine Learning Engineer,玺得（深圳）科技有限公司,深圳-南山区,2-4万/月,5月19日
系统运维工程师,新译信息科技（深圳）有限公司,深圳-南山区,0.8-1.2万/月,5月19日
性能测试工程师,深圳市街角电子商务有限公司,深圳-南山区,1-2万/月,5月19日
App功能测试工程师,深圳市街角电子商务有限公司,深圳-南山区,0.7-1.2万/月,5月19日
软件工程师,深圳市奥斯恩净化技术有限公司,深圳-宝安区,5-8千/月,5月19日
语音识别算法工程师,深圳市街角电子商务有限公司,深圳-南山区,2-4万/月,5月19日
机器学习工程师,深圳市街角电子商务有限公司,深圳-南山区,2-4万/月,5月19日
数据开发工程师,深圳市街角电子商务有限公司,深圳-南山区,2-4万/月,5月19日
深度学习研究员,深圳市街角电子商务有限公司,深圳-南山区,300元/天,5月19日
高级运维工程师,深圳众禄基金销售股份有限公司,深圳-罗湖区,1.8-2.5万/月,5月19日
golang高级工程师,深圳市共济科技股份有限公司,深圳-南山区,2-3万/月,5月19日
Java高级开发工程师,上海携银信息科技有限公司,深圳-福田区,1-1.8万/月,5月19日
高级WEB前端开发工程师,深圳众禄基金销售股份有限公司,深圳,1.8-2.5万/月,5月19日
系统运维工程师,深圳市前海普点电子商务有限公司,深圳-福田区,0.8-1.5万/月,5月19日
运维工程师,新译信息科技（深圳）有限公司,深圳-南山区,0.8-1.5万/月,5月19日
自然语言处理研发工程师,新译信息科技（深圳）有限公司,深圳-南山区,3-5万/月,5月19日
高级机器翻译算法研发工程师,新译信息科技（深圳）有限公司,深圳-南山区,3-5万/月,5月19日
机器人算法工程师（融合算法工程师）,深圳奥的蒙科技有限公司,深圳-南山区,3-4万/月,5月19日
深度学习算法工程师,深圳奥的蒙科技有限公司,深圳-南山区,3-4万/月,5月19日
数据挖掘工程师,深圳奥的蒙科技有限公司,深圳-龙岗区,2-2.5万/月,5月19日
软件加密工程师,深圳奥的蒙科技有限公司,深圳-龙岗区,2.5-3万/月,5月19日
人工智能专家,深圳奥的蒙科技有限公司,深圳-南山区,3-4万/月,5月19日
NLP自然语言算法工程师,深圳奥的蒙科技有限公司,深圳-南山区,3-4万/月,5月19日
软件工程师,深圳市爱能特科技有限公司,深圳-龙华新区,1-1.5万/月,5月19日
软件测试工程师,深圳聚米联合科技有限公司,深圳-福田区,0.8-1万/月,5月19日
IT技术助理（可实习）,深圳聚米联合科技有限公司,深圳-福田区,0.8-1万/月,5月19日
软件测试实习生,深圳聚米联合科技有限公司,深圳-福田区,0.8-1万/月,5月19日
IT技术专员,深圳聚米联合科技有限公司,深圳-福田区,0.8-1万/月,5月19日
软件技术工程师,深圳聚米联合科技有限公司,深圳-福田区,0.8-1万/月,5月19日
嵌入式软件工程师,深圳捷誊技术有限公司,深圳-南山区,0.8-1.3万/月,5月19日
运营分析顾问(J180323031),滴滴出行,深圳-南山区,1-1.5万/月,5月19日
云管理工程师,广州嘉为科技有限公司,深圳,0.8-1万/月,5月19日
高薪急聘Linux系统工程师,广州嘉为科技有限公司,深圳,6-8千/月,5月19日
Linux系统工程师,广州嘉为科技有限公司,深圳,0.6-1万/月,5月19日
大数据工程师,广州嘉为科技有限公司,深圳,0.8-1万/月,5月19日
项目经理,广州嘉为科技有限公司,深圳,1-1.5万/月,5月19日
区块链开发(ethereum fork项目),深圳市问鼎网络科技有限公司,深圳-南山区,2-4万/月,5月19日
数据科学家（深圳）,深圳市小草互联网金融服务有限公司,深圳-南山区,2-10万/月,5月19日
高级数据分析师（深圳）,深圳市小草互联网金融服务有限公司,深圳-南山区,1-5万/月,5月19日
数据分析师（深圳）,深圳市小草互联网金融服务有限公司,深圳-南山区,0.5-1万/月,5月19日
中高级测试工程师,深圳盈富斯科技有限公司,深圳,1.5-2万/月,5月19日
软件测试工程师,深圳盈富斯科技有限公司,深圳,1-1.5万/月,5月19日
嵌入式软件驱动工程师,深圳市道骏电子有限公司,深圳,0.8-1.5万/月,5月19日
DBA,深圳市创业印章实业有限公司,深圳,1.5-2万/月,5月19日
数据安全工程师,深圳市创业印章实业有限公司,深圳,1.5-2万/月,5月19日
腾讯自选股项目测试工程师（base北京）,深圳市知网智能技术有限公司,异地招聘,0.6-1万/月,5月19日
腾讯测试工程师 (base 北京),深圳市知网智能技术有限公司,异地招聘,0.6-1万/月,5月19日
腾讯ABS资产证券化云平台高级风控经理 [正式员工],深圳市知网智能技术有限公司,深圳-南山区,2-4万/月,5月19日
技术支持工程师,深圳市越疆科技有限公司,深圳,0.6-1万/月,5月19日
人工智能技术总监（图像方向）,TCL集团工业研究院,深圳,4-5万/月,5月19日
资深嵌入式算法优化工程师,TCL集团工业研究院,深圳,2.5-3万/月,5月19日
深度学习数据标注主任工程师,TCL集团工业研究院,深圳-南山区,1.5-3万/月,5月19日
Java开发工程师,深圳市前海房极客网络科技有限公司,深圳-南山区,1.5-2万/月,5月19日
爬虫开发工程师,深圳市前海房极客网络科技有限公司,深圳-南山区,1-2万/月,5月19日
推荐算法工程师,深圳市前海房极客网络科技有限公司,深圳-南山区,1.5-3万/月,5月19日
openstack研发工程师,深圳市青葡萄科技有限公司,深圳,1-2万/月,5月19日
软件测试工程师,深圳市青葡萄科技有限公司,深圳,0.7-1.1万/月,5月19日
Linux软件开发工程师,深圳市青葡萄科技有限公司,深圳,0.8-1.5万/月,5月19日
软件测试工程师,深圳市前海房极客网络科技有限公司,深圳-南山区,0.7-1.4万/月,5月19日
驱动开发工程师（成都办公）,深圳市微网力合信息技术有限公司,异地招聘,1.5-2万/月,5月19日
驱动开发工程师,深圳市微网力合信息技术有限公司,深圳-南山区,1-2.5万/月,5月19日
嵌入式软件工程师,深圳市微网力合信息技术有限公司,深圳-南山区,1-3万/月,5月19日
运维工程师,深圳市微网力合信息技术有限公司,深圳-南山区,1.5-2万/月,5月19日
BI工程师,深圳市轻松到家科技股份有限公司,深圳-南山区,1.2-1.8万/月,5月19日
后台开发工程师,深圳市新华云帆科技有限公司,深圳,1.5-2.5万/月,5月19日
高级OBIEE工程师,信必优(深圳)信息技术有限公司,深圳-罗湖区,1.5-2.3万/月,5月19日
图像算法工程师,卓耐斯（深圳）信息技术有限公司,深圳-南山区,3-5万/月,5月19日
PHP架构师,深圳市喂车科技有限公司,深圳-南山区,2-3.5万/月,5月19日
人工智能科学家（AI）,深圳市喂车科技有限公司,深圳-南山区,3-5万/月,5月19日
高级PHP开发工程师,深圳市四十大道电子商务有限公司,深圳,1.2-2万/月,5月19日
软件测试工程师,深圳前海橙色魔方信息技术有限公司,深圳-南山区,0.8-1.2万/月,5月19日
BI开发工程师,深圳前海橙色魔方信息技术有限公司,深圳-南山区,0.9-1.4万/月,5月19日
PHP开发工程师/后端程序员,深圳市三创达实业有限公司,深圳-宝安区,1-2万/月,5月19日
游戏服务器研发主程,深圳市三创达实业有限公司,深圳-宝安区,2-3.5万/月,5月19日
游戏服务端高级工程师,深圳市三创达实业有限公司,深圳-宝安区,1.5-2.5万/月,5月19日
Unity3D美术设计师/U3D美术设计,深圳市三创达实业有限公司,深圳-宝安区,1.5-2.5万/月,5月19日
Unity技术美术,深圳市三创达实业有限公司,深圳-宝安区,1.5-2.5万/月,5月19日
前端/Vue工程师,深圳市度点科技有限公司,深圳-宝安区,1.5-2万/月,5月19日
前端/Vue工程师,深圳市度点科技有限公司,深圳-宝安区,1-1.5万/月,5月19日
游戏运维工程师,深圳市肃羽科技有限公司,深圳,0.8-1.2万/月,5月19日
云平台高级架构师,深圳市同为数码科技股份有限公司,深圳-南山区,2.7-5.5万/月,5月19日
C++后台开发工程师,深圳市华安高新技术有限公司,深圳-宝安区,1-2万/月,5月19日
运维工程师,深圳市博思远科技有限公司,深圳,0.8-1万/月,5月19日
人脸识别算法,深圳市源极光科技有限公司,深圳-南山区,1.2-2万/月,5月19日
爬虫工程师,深圳市源极光科技有限公司,深圳-南山区,1-2万/月,5月19日
Java开发工程师,深圳市源极光科技有限公司,深圳-南山区,1-2万/月,5月19日
软件测试工程师,深圳市源极光科技有限公司,深圳-南山区,0.8-1.4万/月,5月19日
大数据开发工程师,深圳市源极光科技有限公司,深圳-南山区,1.5-3万/月,5月19日
运维工程师,深圳市源极光科技有限公司,深圳-南山区,0.8-1.2万/月,5月19日
高级硬件工程师,深圳铭达康科技有限公司,深圳-龙华新区,2-2.5万/月,5月19日
GO开发工程师,深圳市前海谷雨网络科技有限公司,深圳-南山区,1-1.5万/月,5月19日
图像算法工程师,深圳市前海谷雨网络科技有限公司,深圳-南山区,2-3万/月,5月19日
node.js开发工程师,深圳市前海谷雨网络科技有限公司,深圳-南山区,1.5-2万/月,5月19日
爬虫开发工程师,深圳市前海谷雨网络科技有限公司,深圳-南山区,1-2.5万/月,5月19日
技术总监,深圳市前海谷雨网络科技有限公司,深圳-南山区,2-3万/月,5月19日
软件测试工程师,深圳市前海谷雨网络科技有限公司,深圳-南山区,1.2-2万/月,5月19日
高级web测试工程师,深圳市前海谷雨网络科技有限公司,深圳-南山区,1-2万/月,5月19日
自动化测试工程师,深圳市前海谷雨网络科技有限公司,深圳-南山区,1-2万/月,5月19日
自动化测试工程师,深圳市芒柠科技有限公司,深圳-南山区,1-1.8万/月,5月19日
数据分析师,深圳市芒柠科技有限公司,深圳-南山区,0.8-1.6万/月,5月19日
高级爬虫工程师,深圳市芒柠科技有限公司,深圳-南山区,1.5-2.5万/月,5月19日
运维工程师,深圳市芒柠科技有限公司,深圳-南山区,0.7-1万/月,5月19日
加速器开发高级工程师,深圳天欧游戏有限公司,深圳-龙华新区,1.5-3万/月,5月19日
加速器开发,深圳天欧游戏有限公司,深圳-龙华新区,1.5-3万/月,5月19日
高级测试开发工程师,深圳信真科技有限公司,深圳-南山区,1.5-2万/月,5月19日
系统运维工程师,深圳信真科技有限公司,深圳-南山区,0.6-1.2万/月,5月19日
网络安全工程师,深圳信真科技有限公司,深圳-南山区,1.2-1.8万/月,5月19日
运维DBA,深圳信真科技有限公司,深圳-南山区,1.5-2.5万/月,5月19日
信息安全经理,深圳信真科技有限公司,深圳-南山区,2-3万/月,5月19日
CAE(Abaqus二次开发）工程师,深圳市有限元科技有限公司,深圳-南山区,0.8-2万/月,5月19日
人工智能应用工程师,深圳市策维科技有限公司,深圳-龙华新区,1-1.5万/月,5月19日
大数据项目经理/美国上市公司,深圳市达内软件有限公司,深圳,1-1.5万/月,5月19日
人工智能项目经理/美国上市公司,深圳市达内软件有限公司,深圳,1-1.5万/月,5月19日
生物信息工程师,深圳南博屹生物科技有限公司,深圳,0.6-1.5万/月,5月19日
生物信息工程师,深圳南博屹生物科技有限公司,深圳,0.6-1.5万/月,5月19日
生物信息工程师,深圳南博屹生物科技有限公司,深圳,0.6-1.5万/月,5月19日
生物信息工程师,深圳南博屹生物科技有限公司,深圳,0.6-1.5万/月,5月19日
生物信息工程师,深圳南博屹生物科技有限公司,深圳,0.6-1.5万/月,5月19日
软件测试工程师,深圳市海豚跨境科技有限公司,深圳,0.8-1.3万/月,5月19日
人工智能研发科学家,深圳市星商电子商务有限公司,深圳-龙岗区,2.5-3万/月,5月19日
数据挖掘研发工程师,深圳市星商电子商务有限公司,深圳-龙岗区,2-2.5万/月,5月19日
文本处理算法研发工程师,深圳市星商电子商务有限公司,深圳-龙岗区,2-2.5万/月,5月19日
高级运维工程师,深圳市恒利隆实业有限公司,深圳,0.8-1万/月,5月19日
电子工程师/工程助理,深圳市龙岗区横岗光台电子厂,深圳,5-7.5千/月,5月19日
数据挖掘工程师,深圳市麦谷科技有限公司,深圳-南山区,1-1.5万/月,5月19日
分布式系统研究员,深圳市麦谷科技有限公司,深圳-南山区,2.5-3.5万/月,5月19日
后台测试工程师,深圳市麦谷科技有限公司,深圳-南山区,1-1.5万/月,5月19日
Web後台開發工程師,富士康科技集团CNSBG事业群,深圳,0.6-1.2万/月,5月19日
5G系统与算法工程师,富士康科技集团CNSBG事业群,深圳-南山区,1.5-6万/月,5月19日
自动化软件开发工程师,富士康科技集团CNSBG事业群,深圳,0.6-1.5万/月,5月19日
5G协议研发工程师,富士康科技集团CNSBG事业群,深圳-南山区,1.5-6万/月,5月19日
5G软件研发工程师,富士康科技集团CNSBG事业群,深圳-南山区,1.5-6万/月,5月19日
数据库工程师/管理员,富士康科技集团CNSBG事业群,深圳,0.6-1.5万/月,5月19日
运维工程师,富士康科技集团CNSBG事业群,深圳-龙华新区,1-1.5万/月,5月19日
5G技术研发工程师（软件）,富士康科技集团CNSBG事业群,深圳-南山区,1.5-6万/月,5月19日
Web开发工程师/主管,富士康科技集团CNSBG事业群,深圳-龙华新区,0.8-1万/月,5月19日
人工智能系统算法开发工程师（AI）,富士康科技集团CNSBG事业群,深圳-南山区,1.5-6万/月,5月19日
5G无线通信嵌入式系统软件工程师,富士康科技集团CNSBG事业群,深圳-南山区,1.5-6万/月,5月19日
大数据ETL工程師(IOT),富士康科技集团CNSBG事业群,深圳-南山区,1-2万/月,5月19日
大数据机器学习工程师(IOT),富士康科技集团CNSBG事业群,深圳-南山区,1-1.5万/月,5月19日
5G虚拟化开发工程师,富士康科技集团CNSBG事业群,深圳-南山区,1.5-6万/月,5月19日
5G通信软件工程师,富士康科技集团CNSBG事业群,深圳-南山区,1.5-6万/月,5月19日
自动化测试工程师,珠海市运泰利自动化设备有限公司,异地招聘,1.5-2万/月,5月19日
性能测试工程师,珠海市运泰利自动化设备有限公司,异地招聘,1-1.5万/月,5月19日
工业传感器软件研发工程师Fii,富士康科技集团CNSBG事业群,深圳-龙华新区,12-30万/年,5月19日
软件测试工程师（工业互联网平台开发）Fii,富士康科技集团CNSBG事业群,深圳-龙华新区,8-9千/月,5月19日
数据后台工程师,富士康科技集团CNSBG事业群,深圳-龙华新区,6-9千/月,5月19日
图像算法工程师,珠海市运泰利自动化设备有限公司,异地招聘,1.5-2万/月,5月19日
数据挖掘岗,中国平安财产保险股份有限公司,异地招聘,0.6-1.5万/月,5月19日
运维开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
备份工程师(深圳),平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
安全产品经理(深圳),平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
云平台开发工程师(深圳),平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
测试开发工程师/自动化测试工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
人脸识别运维开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
人脸识别后台开发工程师(深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
数据库开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
资深Hadoop开发工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
系统工程师（云桌面）（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
数据库架构师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
持续交付专家（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
系统运维工程师（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
数据分析师（数据仓库）（深圳）,平安科技（深圳）有限公司,深圳-福田区,1.5-3万/月,5月19日
数据分析专员（深圳）,平安科技（深圳）有限公司,深圳,1.5-3万/月,5月19日
