职位名,公司名,工作地点,薪资,发布时间
SOC工具技术支持工程师,北京华大九天软件有限公司,深圳,1-2万/月,5月9日
自然语言处理工程师,深圳市博乐信息科技有限公司,深圳,40-50万/年,5月9日
JobReqID:4786 软件测试工程师,深圳迈瑞生物医疗电子股份有限公司,深圳,,5月9日
软件测试工程师  深圳,厦门至恒融兴信息技术有限公司,深圳,1-1.5万/月,5月9日
游戏后台开发工程师,玄吉（上海）信息技术有限公司,深圳-宝安区,1-2万/月,5月8日
软件测试工程师,博彦科技（深圳）有限公司,深圳,0.8-1.2万/月,5月8日
软件测试工程师,深圳蓝束科技有限公司,深圳-南山区,0.5-1.2万/月,5月8日
高级测试工程师,顺丰航空有限公司,深圳-宝安区,1.2-2万/月,5月8日
IoT 系统集成工程师,Thoughtworks,异地招聘,1.5-2.5万/月,5月8日
高级数据分析师,星美控股集团有限公司,深圳-福田区,1.2-2万/月,5月8日
Web前端开发工程师,深圳前海赛克西沙拉网络科技有限公司,深圳-南山区,1-1.5万/月,5月8日
软件测试工程师,深圳市联合信息科技发展股份有限公司,深圳-南山区,0.8-1.5万/月,5月8日
运维工程师（佛山）,北京易诚互动网络技术有限公司,异地招聘,0.8-1.5万/月,5月8日
数据库工程师,深圳市智搜信息技术有限公司,深圳-南山区,1-2万/月,5月8日
C++游戏开发工程师,深圳市奇乐互娱科技有限公司,深圳-宝安区,1.2-2万/月,5月8日
golang后台开发,深圳市生活宝网络有限公司,深圳-宝安区,1.2-1.5万/月,5月8日
数据分析师,深圳市海王健康科技发展有限公司,深圳-南山区,10-15万/年,5月8日
生物信息工程师,深圳海一时代基因科技有限公司,深圳-盐田区,1-1.5万/月,5月8日
图像算法高级工程师,深圳市中兴新通讯设备有限公司,深圳,2.5-3万/月,5月8日
Web开发工程师,深圳市海雀科技有限公司,深圳-南山区,1.2-2.5万/月,5月8日
系统测试工程师J10042,深圳云知声信息技术有限公司,深圳-南山区,1-1.5万/月,5月8日
前端开发工程师（双休加五险）,杭州盈穗软件科技有限公司,深圳,0.8-1万/月,5月8日
运维平台开发岗,安信证券股份有限公司,深圳,0.8-1万/月,5月8日
棋牌游戏服务端JAVA开发工程师,深圳市大茂文化传播有限公司,深圳-福田区,1.5-2.5万/月,5月8日
ES-Data Analyst,维谛技术有限公司,深圳-南山区,1.5-2万/月,5月8日
移动开发(H5),深圳市雁联技术服务有限公司,深圳-福田区,0.9-1.3万/月,5月8日
Linux 运维工程师,凤金普惠信息咨询（深圳）有限公司,深圳-南山区,1.5-2.5万/月,5月8日
资深云平台研发工程师/架构师（容器方向）,网宿科技股份有限公司,深圳,1.5-3万/月,5月8日
软件开发工程师（长期出差日本）,株式会社新美特利亚,异地招聘,2-2.5万/月,5月8日
数字验证工程师,深圳市盈和致远科技有限公司,深圳-南山区,2-2.5万/月,5月8日
AI研发经理/总工程师,深圳泰首智能技术有限公司,深圳-南山区,2.5-3万/月,5月8日
软件测试工程师,深圳家家母婴科技有限公司,深圳-福田区,6-8千/月,5月7日
博士,广东京信软件科技有限公司,异地招聘,30-60万/年,5月7日
资深后端开发工程师,深圳云控照明信息科技有限公司,深圳,1-1.5万/月,5月7日
GO开发工程师,深圳市澳考科技有限公司,深圳-南山区,1.5-2.5万/月,5月7日
SAP ABAP 培训生,盈思（深圳）软件服务有限公司,深圳-福田区,3-4.5千/月,5月7日
测试经理,珠海东方瑞云资产管理有限公司,深圳-福田区,1.5-2万/月,5月7日
数据运营,深圳赋格投资有限公司,深圳-南山区,1-1.5万/月,5月7日
运维工程师,深圳市优房网络有限公司,深圳-福田区,15-20万/年,5月7日
运维工程师,深圳前海易交域科技有限公司,深圳-南山区,1.2-1.7万/月,5月7日
数据开发工程师,深圳市网心科技有限公司,深圳-南山区,1.5-3万/月,5月7日
运维工程师,深圳市思普达软件系统股份有限公司,深圳-南山区,0.6-1.5万/月,5月7日
后台开发工程师,深圳恩鹏健康产业股份有限公司,深圳-龙岗区,6-8千/月,5月7日
网站运维工程师,深圳市金品溪贸易有限公司,深圳-宝安区,0.3-1万/月,5月7日
软件测试,深圳市网新新思软件有限公司,深圳-福田区,1-2万/月,5月7日
运维工程师,深圳市数帝网络科技有限公司,深圳-龙华新区,1.5-2万/月,5月7日
游戏测试工程师,深圳爱玩网络科技股份有限公司,深圳-南山区,6-8千/月,5月7日
web前段工程师,深圳中玲元科技有限公司,异地招聘,20-30万/年,5月7日
大数据开发工程师,深圳小安时代互联网金融服务有限公司,深圳-南山区,1-2万/月,5月7日
软件工程师（系统部）,深圳市金溢科技股份有限公司,深圳,1.5-2万/月,5月7日
c++（SDK）开发工程师,华平信息技术股份有限公司,深圳,0.8-1万/月,5月7日
Web前端开发工程师(H5),深圳市四格互联信息技术有限公司,深圳-南山区,1.2-1.8万/月,5月7日
高级青少年编程教师,深圳市清腾教育科技有限公司,深圳-福田区,1.5-2.5万/月,5月6日
01230-高级运维工程师,顺丰速运有限公司,深圳-南山区,1.8-2.5万/月,5月6日
AI工程师（实习生）,伊拾壹企业管理咨询（深圳）有限公司,深圳-罗湖区,500元/天,5月6日
高级Java开发工程师,深圳市宝润兴业互联网信息服务有限公司,深圳-南山区,1.5-3万/月,5月6日
高级web前端开发工程师,深圳市网盾信息安全有限公司,深圳-福田区,1-2万/月,5月6日
系统开发工程师,富士康科技集团WLBG,深圳,6-8千/月,5月5日
测试工程师,深圳市鹏讯云商科技有限公司,深圳,1-1.8万/月,5月5日
后台开发工程师,深圳市果蚁科技有限公司,深圳,1.5-2万/月,5月5日
软件开发软件测试工程师,沈阳亚诗达科技有限公司,深圳,0.8-1万/月,5月4日
运维工程师（福利好待遇优）,深圳市蛋蛋猫电子商务有限公司,深圳-盐田区,0.8-1万/月,5月4日
前端开发工程师,坎德拉（深圳）科技创新有限公司,深圳-南山区,1-1.5万/月,5月4日
高级数据分析师（星美集团）,星美集团,深圳-福田区,1-2万/月,5月4日
软件工程师,凌群电脑（深圳）有限公司上海分公司,深圳-福田区,6-8千/月,5月4日
游戏运维工程师,深圳口袋科技有限公司,深圳-南山区,0.7-1.4万/月,5月4日
软件测试实习生,深圳市悦保科技有限公司,深圳,3-6千/月,5月4日
PHP高级工程师,深圳市因诺科技有限公司,深圳-龙华新区,1-1.5万/月,5月4日
Java开发工程师,软通动力信息技术（集团）有限公司,深圳,0.8-3万/月,5月4日
驱动软件工程师,杭州宏杉科技股份有限公司,深圳-南山区,10-15万/年,5月4日
Java开发工程师,深圳市极维度技术有限公司,深圳-南山区,0.7-1.5万/月,5月4日
算法科学家,广东虚拟现实科技有限公司深圳分公司,深圳-南山区,3-5万/月,5月4日
数据分析师（服务端中心）,深圳利民网金融信息服务有限公司,深圳,1-1.5万/月,5月4日
测试工程师,深圳市森特尔洗护管理有限公司,深圳-南山区,0.8-1.2万/月,5月4日
测试工程师,深圳市小亿网络有限公司,深圳,0.8-1.2万/月,5月4日
数据分析师,浙江土拨鼠网络科技有限公司,深圳-宝安区,0.8-1.5万/月,5月4日
ASP.NET高级开发工程师,深圳市齐乐模具科技有限公司,深圳-宝安区,0.6-1.5万/月,5月4日
高级测试开发工程师,浙江星飞信息技术有限公司,异地招聘,1.5-2.2万/月,5月3日
软件开发工程师（NFV）,烽火通信科技股份有限公司,异地招聘,10-15万/年,5月3日
手机前端开发（国外）,深圳市奇点信息技术有限公司,异地招聘,1.5-3万/月,5月3日
前端软件开发工程师,深圳市文鼎创数据科技有限公司,深圳-南山区,0.8-1.5万/月,5月3日
高级运维工程师,深圳市世通直联科技有限责任公司,深圳-宝安区,1-2万/月,5月3日
信息安全工程师,翰竺科技（北京）有限公司,深圳-罗湖区,1-1.5万/月,5月3日
Java开发工程师,赞同科技股份有限公司,深圳-南山区,5-8千/月,5月3日
Test Development Engineer,Cisco 思科系统（中国）,深圳,1.8-2.2万/月,5月3日
01199-高级测试工程师,顺丰速运有限公司,深圳-南山区,1.5-2.5万/月,5月3日
软件测试工程师,深圳市普天宜通技术股份有限公司,深圳-南山区,0.8-1.5万/月,5月3日
高级测试工程师（搜配金服）,深圳市前海中民投投资控股有限公司,深圳-龙华新区,2-2.5万/月,5月3日
测试工程师,深圳充电网科技有限公司,深圳-宝安区,0.6-1万/月,5月3日
前端软件工程师 （包住急招）,深圳市和讯康科技有限公司,深圳-宝安区,1-1.5万/月,5月3日
模型系统开发工程师（深圳）,Formax金融圈,深圳-南山区,1.5-2万/月,5月2日
三维绑定总监— 合伙人岗位,江西务本传媒有限公司,异地招聘,0.8-3万/月,5月2日
PHP开发工程师,广东创图文化传媒有限公司,深圳-福田区,1.5-2万/月,5月2日
Java后台开发工程师,深圳市恒富盈家黄金有限公司,深圳-罗湖区,1.3-1.5万/月,5月2日
配置管理工程师,深圳市丰巢科技有限公司,深圳-南山区,1.5-2万/月,5月2日
机器人算法工程师,中国安防技术有限公司机器人产业集团,深圳,1.5-2.5万/月,5月2日
IF-T02 系统主任工程师,深圳市华星光电半导体显示技术有限公司,深圳,1-1.5万/月,5月2日
运维工程师,深圳市中博科创信息技术有限公司,深圳-南山区,0.8-1万/月,5月2日
性能测试工程师,深圳市乐途宝网络科技有限公司,深圳-南山区,1.5-2万/月,5月2日
（急聘）高级运维开发工程师,深圳市中易科技有限责任公司,深圳-南山区,1.5-3万/月,5月2日
软件测试工程师,深圳市本汇宝科技有限公司,深圳-南山区,1-1.5万/月,5月2日
模型开发实习生（19届毕业生）,深圳平安综合金融服务有限公司,深圳,,5月2日
运营工程师,北京锦富云智能科技有限公司,深圳-福田区,1-2万/月,4月30日
软件配置管理(001468),中科创达新产品事业部,深圳-南山区,0.8-1.5万/月,4月30日
系统工程师,深圳通联金融网络科技服务有限公司,深圳-南山区,0.8-1.5万/月,4月29日
01194-测试工程师,顺丰速运事业群,深圳-南山区,1.5-2.5万/月,4月29日
Linux系统研发工程师（工作地点：广州）,广东中兴新支点技术有限公司,异地招聘,0.7-1.2万/月,4月29日
运维工程师,深圳顺源网络科技有限公司,深圳-南山区,0.7-1.5万/月,4月28日
C++游戏服务器开发,上海石肤网络科技有限公司深圳分公司,深圳-南山区,1.5-2.5万/月,4月28日
绑定 TD,上海领君影效动画科技有限公司,异地招聘,6-8千/月,4月28日
运维工程师,深圳岚锋创视网络科技有限公司,深圳-宝安区,2-4万/月,4月28日
运维DBA,深圳市泰久信息系统股份有限公司,深圳-福田区,1.5-2.5万/月,4月28日
性能测试工程师,深圳市三方圆生物科技有限公司,深圳-龙华新区,1.2-1.8万/月,4月28日
数据库管理DBA,深圳市城市公共安全技术研究院有限公司,深圳-福田区,1-2万/月,4月28日
软件实施顾问,海致网络技术（北京）有限公司,深圳-南山区,6-8千/月,4月28日
算法工程师-图像处理方向,深圳市美迪服装有限公司,深圳-福田区,1-2万/月,4月28日
网络工程师,深圳市前海融资租赁金融交易中心有限公司,深圳,0.8-1.5万/月,4月28日
人工智能算法工程师,深圳中科图灵科技有限公司,深圳-南山区,1.5-4万/月,4月28日
软件工程师,安序源生物科技（深圳）有限公司,深圳-南山区,0.7-2万/月,4月28日
技术负责人,深圳市铭师堂教育科技有限公司,深圳-龙岗区,1.5-2万/月,4月28日
软件算法工程师,福建省汽车工业集团云度新能源汽车股份有限公司,异地招聘,0.8-2万/月,4月28日
信息技术中心系统测试实习生（深圳）,平安证券股份有限公司,深圳,,4月28日
产品经理,软通动力信息技术（集团）有限公司,深圳,1-1.5万/月,4月28日
资深后端开发工程师,深圳风雷时代科技有限公司,深圳-南山区,0.8-1.6万/月,4月28日
视频识别工程师,深圳市时代科技发展有限公司,深圳-南山区,0.7-1.9万/月,4月27日
后端开发工程师,深圳市微智云科技有限公司,深圳-南山区,1.5-2万/月,4月27日
人工智能工程师,海南中智信信息技术有限公司,深圳,10-15万/年,4月27日
高级运维工程师,深圳艾美一族电子商务有限公司,深圳-罗湖区,1-2万/月,4月27日
数据库管理员（深圳）,华为手机营销项目-2017,深圳,18-25万/年,4月27日
软件系统工程师,深圳市天意仁和资产管理有限公司,深圳-福田区,0.8-1万/月,4月27日
嵌入式软件工程师,深圳市易星标技术有限公司,深圳-南山区,0.7-2万/月,4月27日
Linux运维工程师,深圳市传意互动科技有限公司,深圳-南山区,0.7-1.5万/月,4月27日
DevOps开发工程师,招银云创（深圳）信息技术有限公司,深圳-南山区,1-2万/月,4月27日
生物信息工程师,深圳市核子基因科技有限公司,深圳-南山区,0.8-1.5万/月,4月27日
运维工程师,神通征信有限公司,深圳-南山区,0.5-2万/月,4月27日
运维专员,深圳喜盈佳企业云服务有限公司,深圳-福田区,6-8千/月,4月27日
物联网运维工程师,深圳市瀚洋投资控股（集团）有限公司,深圳-南山区,10-15万/年,4月27日
运维工程师,东莞市矩阵同创网络科技有限公司,异地招聘,0.6-1万/月,4月27日
高级文本挖掘工程师（平台技术部）,深圳市珍爱网信息技术有限公司,深圳-南山区,1.5-3.5万/月,4月27日
服务器系统架构师,深圳市揽胜科技有限公司,深圳-龙华新区,2-2.5万/月,4月27日
数据运营,深圳点点趣科技有限公司,深圳-南山区,1-2万/月,4月27日
高级算法工程师,深圳市君利信达科技有限公司,深圳-龙华新区,1.5-2万/月,4月26日
机器学习工程师,深圳无觅科技有限公司,深圳-南山区,2-4万/月,4月26日
自动化测试工程师,多媒体研发,深圳-南山区,1.5-2.5万/月,4月26日
web前端开发,深圳医务通信息科技有限公司,深圳-罗湖区,10-15万/年,4月26日
渗透测试工程师,深圳市企信安科技开发有限公司,深圳-罗湖区,1-1.4万/月,4月26日
