职位名,公司名,工作地点,薪资,发布时间
Java高级开发工程师,深圳市黑卡科技有限公司,深圳-福田区,1-1.5万/月,05-19
深圳Java,中讯志远（武汉）科技有限公司,深圳,0.8-1万/月,05-19
Java开发工程师,深圳市艾特软件有限公司,深圳-南山区,0.5-1.2万/月,05-19
java系统架构师,深圳爱售科技有限公司,深圳-宝安区,1.5-2万/月,05-19
JAVA高级工程师,深圳市秀驿国际物流有限公司,深圳-宝安区,0.8-1.2万/月,05-19
Java高级开发工程师,深圳蚁信科技有限公司,深圳-龙华新区,1.5-3万/月,05-19
Java架构师,深圳市恒利隆实业有限公司,深圳,2.5-3万/月,05-19
Java中级开发工程师,武汉市胜意科技发展有限公司深圳分公司,异地招聘,0.6-1万/月,05-19
Java开发工程师,深圳伊泉净品科技有限公司,深圳-南山区,1-1.8万/月,05-19
Java高级开发工程师,深圳市格林威交通科技有限公司,深圳-罗湖区,1-1.5万/月,05-19
Java服务器中高级开发工程师,深圳福能达空气与水科技发展有限公司,深圳-龙岗区,1-2万/月,05-19
Java工程师（高级）,深圳市佳能宝节能环保科技有限公司,深圳-南山区,1.5-2.5万/月,05-19
软件工程师（.net/java),鹏鼎控股（深圳）股份有限公司,深圳-宝安区,4.5-7千/月,05-19
Java开发工程师,深圳市鹏辰运输有限公司,深圳-盐田区,1-1.5万/月,05-19
Java高级开发工程师,深圳市康凯斯信息技术有限公司,深圳-宝安区,1.5-2万/月,05-19
Java架构师,深圳市汇新云信息技术有限公司,深圳-龙华新区,2-3万/月,05-19
JAVA后端开发工程师,深圳市云护宝计算机技术有限公司,深圳-南山区,1-1.5万/月,05-19
Java高级开发工程师,深圳云网联合手机通讯有限公司,深圳-龙华新区,1.5-2.5万/月,05-19
JAVA高级工程师,深圳市成为智能交通系统有限公司,深圳-南山区,1.5-2.5万/月,05-19
JAVA Web高级工程师,深圳中盾联投科技有限公司,深圳-宝安区,1.5-2万/月,05-19
JAVA工程师-金蝶BOS开发方向,领胜电子科技（深圳）有限公司,异地招聘,0.8-1.3万/月,05-19
高级java开发工程师,深圳市国投创新科技有限公司,深圳,2-2.5万/月,05-19
Java开发工程师,深圳市国威源科技有限公司,深圳-南山区,1.5-2万/月,05-19
Java开发工程师,深圳市翠绿首饰股份有限公司,深圳-龙岗区,0.6-1.2万/月,05-19
Java开发工程师,富士康科技集团CNSBG事业群,深圳-南山区,0.9-1.8万/月,05-19
高级Java工程师,比亚迪汽车工业有限公司,深圳,1.5-2万/月,05-19
java工程师(证通网络),深圳市证通电子股份有限公司,深圳-福田区,0.6-1.2万/月,05-19
高级Java后台开发工程师,网易集团,异地招聘,2-2.5万/月,05-19
Java开发高级工程师--智能硬件技术中心,中移物联网有限公司,深圳,1.5-2万/月,05-19
Java开发工程师,中国平安财产保险股份有限公司,深圳-福田区,1.5-2万/月,05-19
JAVA开发工程师（深圳）,平安科技（深圳）有限公司,深圳,1.5-3万/月,05-19
搜索事业部-资深Java架构专家-深圳,阿里巴巴集团,深圳,,05-19
高级JAVA开发工程师(003980),中信银行信用卡中心,深圳-罗湖区,1.5-2万/月,05-19
Java高级开发工程师,亚信科技（广州）有限公司,深圳-福田区,1.5-2万/月,05-19
Java项目经理,SGS通标标准技术服务有限公司深圳分公司,深圳,2-3万/月,05-19
JAVA软件工程师,深圳明动信息技术有限公司,深圳,0.6-1万/月,05-19
Java工程师/高级Java工程师,深圳智慧园区信息技术有限公司,深圳-龙岗区,1-1.5万/月,05-19
肯创集团—Java高级开发工程师（五险一金）,深圳市田田家园家具有限公司,深圳-宝安区,1.5-2万/月,05-19
Java高级开发工程师,深圳前海邦诚基金管理有限公司,深圳-南山区,2-3万/月,05-19
Java开发工程师（中级、高级）,中车信息技术有限公司,深圳-南山区,1.5-2万/月,05-19
Java中高级开发工程师-通用组件研发部,深圳市思迪信息技术股份有限公司,深圳-南山区,0.9-1.8万/月,05-19
JAVA后台开发工程师,深圳市百乐信文化传媒有限公司,深圳-龙华新区,0.9-1.8万/月,05-19
Java高级开发工程师,深圳业拓讯通信科技有限公司,深圳-南山区,1-1.5万/月,05-19
JAVA后端（区块链项目）,深圳市巨燊科技有限公司,深圳-南山区,2-3.5万/月,05-19
服务器工程师（Java）,牧科（中国）有限公司,深圳-南山区,0.8-1万/月,05-19
高级Java软件工程师,天王电子（深圳）有限公司,深圳-龙华新区,0.9-1.2万/月,05-19
JAVA工程师,深圳卓泰投资控股集团有限公司,深圳-罗湖区,0.6-1万/月,05-19
高级Java开发工程师,深圳市点证科技有限公司,深圳,1.5-2.5万/月,05-19
java高级软件开发工程师,深圳市智能港投资管理有限公司,深圳-龙岗区,1.1-2万/月,05-19
Java开发工程师,中仁车汇科技发展（深圳）有限公司,深圳-福田区,8-10万/年,05-19
Java架构师,深圳市华傲数据技术有限公司,深圳-南山区,2-3万/月,05-19
Java工程师（Scala和微信公众号方向）,深圳太极云软技术股份有限公司,深圳,1-1.5万/月,05-19
Java开发工程师,深圳信用宝金融服务有限公司,深圳-南山区,1.2-2万/月,05-19
java前端开发工程师,傲讯全通科技（深圳）有限公司,深圳-福田区,0.8-1.2万/月,05-19
Java开发工程师,深圳市佣游网络科技有限公司,深圳-南山区,1-1.5万/月,05-19
Java开发工程师,嘉联支付有限公司,深圳-南山区,1.5-3万/月,05-19
java开发工程师,深圳市汇联金创科技技术有限公司,深圳-福田区,0.8-1.4万/月,05-19
JAVA开发工程师（高级）,360金融,深圳-福田区,2-4万/月,05-19
Java开发工程师,深圳微品致远信息科技有限公司,深圳-南山区,1.5-2.5万/月,05-19
Java前端开发工程师,深圳竹信科技有限公司,深圳,1.5-2.5万/月,05-19
JAVA高级开发工程师,英思特科技咨询（深圳）有限公司,深圳,1.5-2.5万/月,05-19
Java高级软件工程师,深圳市学友软件有限公司,深圳-南山区,1.5-2万/月,05-19
系统架构师（Java）,新晔电子（深圳）有限公司,深圳,1.5-3万/月,05-19
Java开发工程师,南方银谷科技有限公司,深圳-南山区,1.5-2万/月,05-19
Java高级开发工程师,深圳市创望科技有限公司,深圳,1.5-2万/月,05-19
Java开发工程师,深圳前海新丝路投资发展有限公司,深圳-福田区,1-1.5万/月,05-19
JAVA开发工程师J10003,深圳市天健物业管理有限公司,深圳-福田区,6-8千/月,05-19
Java开发工程师,珠海市筑巢科技有限公司,深圳-南山区,1-2万/月,05-19
Java开发实习生,深圳市碧麒麟信息技术有限公司,深圳-龙岗区,3-4.5千/月,05-19
Java高级开发工程师,深圳市畅享天空科技有限公司,深圳-福田区,1-1.5万/月,05-19
Java开发工程师,湖南玖零教育科技有限公司,异地招聘,1-1.5万/月,05-19
Java架构师,深圳市赢众通金融信息服务有限责任公司,深圳,3-5万/月,05-19
Java开发工程师,深圳金雅福控股集团有限公司,深圳-罗湖区,1-1.5万/月,05-19
Java开发工程师（接口对接）,上海仁建信息科技有限公司,深圳-南山区,1-1.5万/月,05-19
IT部JAVA开发工程师,中粮招商局（深圳）粮食电子交易中心有限公司,深圳-南山区,28-32万/年,05-19
Java开发工程师,深圳钱来网金融信息服务有限公司,深圳-福田区,1.5-2万/月,05-19
Java开发工程师,深圳市天玖隆科技有限公司,深圳-南山区,0.8-1.5万/月,05-19
Java开发工程师,深圳市昭行云科技有限公司,深圳-南山区,0.7-1万/月,05-19
java技术经理,深圳市星冠互娱科技有限公司,深圳-南山区,1.5-2.5万/月,05-19
java 程序员,深圳市永万丰实业有限公司,深圳-南山区,1-1.5万/月,05-19
Java高级开发工程师,深圳市安络科技有限公司,深圳,1-2万/月,05-19
高级JAVA开发（南山）,深圳市亿科思奇广告有限公司,深圳-南山区,1.5-3万/月,05-19
Java高级开发工程师,深圳市云礼客信息科技有限公司,深圳-南山区,1.8-2.5万/月,05-19
高级Java开发工程师,深圳市中金网金融服务有限公司,深圳-南山区,1.5-2万/月,05-19
Java高级开发工程师,房多多网络科技,深圳-南山区,2-3万/月,05-19
Java中级开发工程师,成都迈思信息技术有限公司,深圳-福田区,1-1.5万/月,05-19
Java开发工程师,AsiaInspection,深圳,1-1.5万/月,05-19
JAVA软件工程师,深圳市永联科技股份有限公司,深圳-南山区,1.5-2.5万/月,05-19
Java中级开发工程师,深圳乐融软件技术有限公司,深圳-龙华新区,0.8-1.5万/月,05-19
高级JAVA工程师,深圳市云迅通科技股份有限公司,深圳,1.5-2万/月,05-19
Java开发工程师,深圳市博锐特智能系统有限公司,深圳,0.7-1万/月,05-19
高级Java工程师,中科软科技股份有限公司,深圳-福田区,1-2万/月,05-19
JAVA 开发组长,深圳中科金证科技有限公司,深圳-南山区,1.2-1.8万/月,05-19
Java中级工程师,深圳市科盾科技有限公司,深圳-福田区,1-1.5万/月,05-19
Java工程师,深圳北斗星航网络科技有限公司,深圳-南山区,0.8-1.5万/月,05-19
JAVA开发工程师,深圳市行健自动化股份有限公司,深圳-南山区,6-8千/月,05-19
JAVA软件工程师,江苏康尚生物医疗科技有限公司,深圳-宝安区,0.8-1.5万/月,05-19
JAVA开发工程师,深圳市迈科龙电子有限公司,深圳-南山区,1-1.5万/月,05-19
Java高级开发工程师,深圳市华威斯科技有限公司,深圳-南山区,1-2万/月,05-19
JAVA开发工程师,深圳市全潮科技有限公司,深圳-福田区,1-1.5万/月,05-19
Java开发工程师（EAS财务&共享）,金蝶软件（中国）有限公司,深圳,0.8-1.6万/月,05-19
Java工程师,深圳市通拓科技有限公司,深圳,1-1.5万/月,05-19
Java高级开发工程师,深圳市智水小荷技术有限公司,深圳-南山区,1.5-2万/月,05-19
中级Java开发工程师,深圳市三维度科技有限公司,深圳-南山区,0.8-1.1万/月,05-19
初级软件工程师java +双休+五险一金,坤成网络,深圳-宝安区,6-8千/月,05-19
中高级JAVA工程师,中付支付科技有限公司,深圳-福田区,1.2-2万/月,05-19
Java开发工程师,爱奥乐医疗器械（深圳）有限公司,深圳-福田区,0.8-1.3万/月,05-19
Java开发工程师,深圳喜盈佳企业云服务有限公司,深圳-福田区,1.2-2万/月,05-19
Java软件开发工程师(高级),深圳市泓海投资管理有限公司,深圳-福田区,0.8-1万/月,05-19
中级Java开发工程师,深圳市赋安安全系统有限公司,深圳,1-1.5万/月,05-19
应用开发工程师（java）,彩讯科技股份有限公司,深圳-南山区,1-1.5万/月,05-19
Java后台开发工程师,深圳前海鸿福在线互联网金融服务有限公司,深圳-福田区,1-1.5万/月,05-19
实习后端java研发工程师,深圳雪莲花网络有限公司,深圳-福田区,3-6千/月,05-19
Java开发工程师,上海阜坤信息科技有限公司,深圳,0.8-1.3万/月,05-19
高级Java开发工程师(J10069),跨越速运集团有限公司,深圳-宝安区,1.5-2万/月,05-19
高级Java工程师（长亮网金-银行互联网金融）,深圳市长亮科技股份有限公司,深圳-南山区,1-1.5万/月,05-19
Java高级开发工程师,深圳市全球点纳网络技术有限公司,异地招聘,2-2.5万/月,05-19
Java开发工程师,深圳市哲盟软件开发有限公司,异地招聘,0.6-1.2万/月,05-19
java技术经理,深圳市真新科技有限公司,深圳-南山区,2-3万/月,05-19
sz-java游戏服务器开发岗,CMGE中手游,深圳,1.5-2万/月,05-19
软件开发工程师（java）,vivo智能手机（维沃移动通信有限公司）,异地招聘,2-2.5万/月,05-19
Java服务器开发工程师,深圳市英唐智能控制股份有限公司,深圳,0.6-1万/月,05-19
JAVA后台开发总监,深圳市绿豹医疗科技有限公司,深圳-宝安区,1.5-2万/月,05-19
Java项目经理,广州傲程软件技术有限公司,深圳,1.3-1.8万/月,05-19
高级JAVA开发工程师,汇联金融服务控股有限公司,深圳,1.5-2.5万/月,05-19
Java开发工程师,深圳通联金融网络科技服务有限公司,深圳-南山区,1-2万/月,05-19
JAVA架构师,深圳市大头兄弟文化传播有限公司,深圳,2-4万/月,05-19
Java高级开发工程师,深圳市易路网科技有限公司,深圳-福田区,1.5-2.5万/月,05-19
Java高级开发工程师,铸匠科技（深圳）有限公司,深圳-南山区,0.6-1.5万/月,05-19
Java开发工程师,深圳市全药网科技有限公司,深圳-南山区,1-1.5万/月,05-19
Java高级开发工程师,七天优品品牌管理（深圳）有限公司,深圳-龙华新区,1.2-1.8万/月,05-19
JAVA开发工程师,深圳市玖富超能金融服务有限公司,深圳-南山区,1.2-2.2万/月,05-19
开发工程师（Java）,深圳荷包金融信息咨询有限公司,深圳-南山区,1-2万/月,05-19
Java高级开发工程师,深圳市上班去网络科技有限公司,深圳-南山区,1.4-2.4万/月,05-19
Java开发工程师,中兴仪器（深圳）有限公司,深圳,0.5-1万/月,05-19
Java高级开发工程师,深圳优启科技有限公司,深圳-南山区,1.5-3万/月,05-19
Java架构师,深圳中航信息科技产业股份有限公司,深圳-福田区,1.5-2.5万/月,05-19
Java高级开发工程师,深圳市前海联众在线金融服务有限公司,深圳-福田区,1-1.5万/月,05-19
JAVA开发工程师,锐特信息技术有限公司,深圳-南山区,0.8-1.6万/月,05-19
Java高级开发工程师,上海速强信息技术有限公司,深圳,1-1.5万/月,05-19
Java开发工程师,深圳曼瑞德科技有限公司,深圳-龙华新区,1-1.5万/月,05-19
Java开发,深圳市奇见科技有限公司,深圳-南山区,1.2-1.8万/月,05-19
Java高级开发工程师,深圳市天骥之星科技有限公司,深圳-福田区,1-2万/月,05-19
高级Java开发工程师,深圳市融信信息咨询有限公司,深圳-南山区,1.5-2万/月,05-19
Java高级开发工程师,恒创控股集团有限公司,深圳-福田区,1-1.5万/月,05-19
高级Java工程师,深圳市航天华拓科技有限公司,深圳-南山区,2-3.5万/月,05-19
高级Java开发工程师,深圳市和亦弛科技有限公司,深圳-南山区,1.5-2万/月,05-19
Java开发工程师,深圳华望技术有限公司,深圳,1-1.8万/月,05-19
Java高级实施工程师-广佛（银行财富管理项目中心）,恒生电子股份有限公司,深圳,0.8-1.5万/月,05-19
Java中级开发工程师,深圳云创物联科技有限公司,深圳-南山区,0.8-1万/月,05-19
Java开发工程师,深圳昊汉科技有限公司,深圳,1-1.5万/月,05-19
Java开发工程师,深圳前海皓能互联网服务有限公司,深圳-南山区,1-2.5万/月,05-19
JAVA软件工程师,深圳市校园地带服务有限公司,深圳-罗湖区,0.6-1.5万/月,05-19
Java软件开发工程师,深圳市泰信通信息技术有限公司,深圳-龙华新区,0.9-1.5万/月,05-19
JAVA高级工程师,深圳市紫川软件有限公司,深圳-福田区,1.5-1.8万/月,05-19
高级JAVA开发工程师,深圳市前海硕极科技有限公司,深圳,1.5-2万/月,05-19
高级软件工程师(Java),深圳安信小额贷款有限责任公司,深圳-福田区,1.5-2万/月,05-19
JAVA开发工程师,深圳市鸿湾软件科技有限公司,深圳-福田区,0.8-1万/月,05-19
Java产品研发工程师,深圳市普盛实业有限公司,深圳-福田区,1-1.6万/月,05-19
JAVA开发工程师,宇博信诚（北京）信息技术有限公司,深圳,10-25万/年,05-19
Java后端开发工程师,深圳市苏摩科技有限公司,深圳-南山区,1.3-2.5万/月,05-19
